Open Time,Open,High,Low,Close,Volume,Close Time,QAV,No. Trades,Taker BBAV,Taker BQAV,Ignore
1617484620000,335224.00000000,335598.00000000,335005.00000000,335005.00000000,0.08731800,1617484679999,29266.68893900,22,0.00183200,614.77541900,0
1617484680000,335569.00000000,336304.00000000,335365.00000000,336000.00000000,0.05853900,1617484739999,19678.58071100,23,0.05559500,18691.26615100,0
1617484740000,336301.00000000,336448.00000000,336110.00000000,336448.00000000,0.03001400,1617484799999,10098.02719900,10,0.02976600,10014.67191900,0
1617484800000,336448.00000000,336678.00000000,336300.00000000,336555.00000000,0.08125500,1617484859999,27331.01399000,22,0.07833000,26346.59061500,0
1617484860000,336778.00000000,337104.00000000,336582.00000000,337051.00000000,0.01857500,1617484919999,6254.63569500,21,0.00291000,980.51067300,0
1617484920000,337050.00000000,337139.00000000,336602.00000000,337139.00000000,0.00423600,1617484979999,1427.78889100,15,0.00408800,1377.96651500,0
1617484980000,337047.00000000,337136.00000000,336555.00000000,336556.00000000,0.03065800,1617485039999,10328.42362900,21,0.00194100,654.36460600,0
1617485040000,337026.00000000,337026.00000000,336700.00000000,336700.00000000,0.00871000,1617485099999,2932.83533600,6,0.00655300,2206.40944400,0
1617485100000,336700.00000000,336700.00000000,336700.00000000,336700.00000000,0.06639300,1617485159999,22354.52310000,14,0.06639300,22354.52310000,0
1617485160000,336581.00000000,336700.00000000,336555.00000000,336555.00000000,0.00729400,1617485219999,2455.24799300,7,0.00279500,941.07650000,0
1617485220000,336500.00000000,336589.00000000,336300.00000000,336300.00000000,0.01397000,1617485279999,4699.52867700,10,0.00207800,699.43194200,0
1617485280000,336587.00000000,336588.00000000,336587.00000000,336588.00000000,0.00586000,1617485339999,1972.40338300,8,0.00380000,1279.03416300,0
1617485340000,336587.00000000,336698.00000000,336344.00000000,336344.00000000,0.01123300,1617485399999,3779.84777900,14,0.00483600,1628.25521100,0
1617485400000,336698.00000000,336698.00000000,336208.00000000,336208.00000000,0.00552700,1617485459999,1858.99416600,10,0.00112700,379.45864600,0
